fp_page,page_type,ecr_type,player,id,pos,team,ecr,sd,best,worst,sportsdata_id,player_filename,yahoo_id,cbs_id,player_owned_avg,player_owned_espn,player_owned_yahoo,player_image_url,player_square_image_url,rank_delta,bye,mergename,scrape_date,tm
/nfl/rankings/best-ball-dst.php,best-dst,bp,Houston Texans,8120,DST,HOU,1.0,0.0,1,1,,houston-defense.php,,,94.2,,,,,,8.0,Houston Texans,2026-05-29,HOU
/nfl/rankings/best-ball-dst.php,best-dst,bp,Denver Broncos,8090,DST,DEN,2.0,0.0,2,2,,denver-defense.php,,,92.4,,,,,,10.0,Denver Broncos,2026-05-29,DEN
/nfl/rankings/best-ball-dst.php,best-dst,bp,Seattle Seahawks,8260,DST,SEA,3.0,0.0,3,3,,seattle-defense.php,,,95.2,,,,,,11.0,Seattle Seahawks,2026-05-29,SEA
/nfl/rankings/best-ball-dst.php,best-dst,bp,Los Angeles Rams,8280,DST,LAR,4.0,0.0,4,4,,los-angeles-rams-defense.php,,,76.1,,,,,,11.0,Los Angeles Rams,2026-05-29,LAR
/nfl/rankings/best-ball-dst.php,best-dst,bp,Philadelphia Eagles,8230,DST,PHI,5.0,0.0,5,5,,philadelphia-defense.php,,,81.3,,,,,,10.0,Philadelphia Eagles,2026-05-29,PHI
/nfl/rankings/best-ball-dst.php,best-dst,bp,Minnesota Vikings,8170,DST,MIN,6.0,0.0,6,6,,minnesota-defense.php,,,63.6,,,,,,6.0,Minnesota Vikings,2026-05-29,MIN
/nfl/rankings/best-ball-dst.php,best-dst,bp,Jacksonville Jaguars,8140,DST,JAC,7.5,0.5,7,8,,jacksonville-defense.php,,,65.5,,,,,,7.0,Jacksonville Jaguars,2026-05-29,JAC
/nfl/rankings/best-ball-dst.php,best-dst,bp,New England Patriots,8180,DST,NE,7.5,0.5,7,8,,new-england-defense.php,,,80.9,,,,,,11.0,New England Patriots,2026-05-29,NEP
/nfl/rankings/best-ball-dst.php,best-dst,bp,Los Angeles Chargers,8250,DST,LAC,9.0,0.0,9,9,,los-angeles-chargers-defense.php,,,48.3,,,,,,7.0,Los Angeles Chargers,2026-05-29,LAC
/nfl/rankings/best-ball-dst.php,best-dst,bp,Green Bay Packers,8110,DST,GB,10.0,0.0,10,10,,green-bay-defense.php,,,36.7,,,,,2.0,11.0,Green Bay Packers,2026-05-29,GBP
/nfl/rankings/best-ball-dst.php,best-dst,bp,Pittsburgh Steelers,8240,DST,PIT,11.0,0.0,11,11,,pittsburgh-defense.php,,,66.0,,,,,4.0,9.0,Pittsburgh Steelers,2026-05-29,PIT
/nfl/rankings/best-ball-dst.php,best-dst,bp,Cleveland Browns,8070,DST,CLE,12.0,0.0,12,12,,cleveland-defense.php,,,36.6,,,,,6.0,11.0,Cleveland Browns,2026-05-29,CLE
/nfl/rankings/best-ball-dst.php,best-dst,bp,Detroit Lions,8100,DST,DET,13.0,0.0,13,13,,detroit-defense.php,,,39.6,,,,,6.0,6.0,Detroit Lions,2026-05-29,DET
/nfl/rankings/best-ball-dst.php,best-dst,bp,Kansas City Chiefs,8150,DST,KC,14.0,0.0,14,14,,kansas-city-defense.php,,,25.1,,,,,7.0,5.0,Kansas City Chiefs,2026-05-29,KCC
/nfl/rankings/best-ball-dst.php,best-dst,bp,Buffalo Bills,8030,DST,BUF,15.0,0.0,15,15,,buffalo-defense.php,,,32.7,,,,,8.0,7.0,Buffalo Bills,2026-05-29,BUF
/nfl/rankings/best-ball-dst.php,best-dst,bp,Baltimore Ravens,8020,DST,BAL,16.0,0.0,16,16,,baltimore-defense.php,,,42.7,,,,,8.0,13.0,Baltimore Ravens,2026-05-29,BAL
/nfl/rankings/best-ball-dst.php,best-dst,bp,New Orleans Saints,8190,DST,NO,17.5,0.5,17,18,,new-orleans-defense.php,,,23.5,,,,,9.0,8.0,New Orleans Saints,2026-05-29,NOS
/nfl/rankings/best-ball-dst.php,best-dst,bp,Atlanta Falcons,8010,DST,ATL,18.5,0.5,18,19,,atlanta-defense.php,,,14.4,,,,,9.0,11.0,Atlanta Falcons,2026-05-29,ATL
/nfl/rankings/best-ball-dst.php,best-dst,bp,Indianapolis Colts,8130,DST,IND,19.5,0.5,19,20,,indianapolis-defense.php,,,20.0,,,,,-13.0,13.0,Indianapolis Colts,2026-05-29,IND
/nfl/rankings/best-ball-dst.php,best-dst,bp,Dallas Cowboys,8080,DST,DAL,21.0,4.0,17,25,,dallas-defense.php,,,20.2,,,,,-6.0,14.0,Dallas Cowboys,2026-05-29,DAL
/nfl/rankings/best-ball-dst.php,best-dst,bp,San Francisco 49ers,8270,DST,SF,22.5,1.5,21,24,,san-francisco-defense.php,,,27.5,,,,,-10.0,8.0,San Francisco 49ers,2026-05-29,SFO
/nfl/rankings/best-ball-dst.php,best-dst,bp,Tampa Bay Buccaneers,8290,DST,TB,22.5,1.5,21,24,,tampa-bay-defense.php,,,23.4,,,,,-5.0,10.0,Tampa Bay Buccaneers,2026-05-29,TBB
/nfl/rankings/best-ball-dst.php,best-dst,bp,Chicago Bears,8050,DST,CHI,22.5,0.5,22,23,,chicago-defense.php,,,16.6,,,,,-10.0,10.0,Chicago Bears,2026-05-29,CHI
/nfl/rankings/best-ball-dst.php,best-dst,bp,Carolina Panthers,8040,DST,CAR,24.0,2.0,22,26,,carolina-defense.php,,,9.2,,,,,-4.0,5.0,Carolina Panthers,2026-05-29,CAR
/nfl/rankings/best-ball-dst.php,best-dst,bp,Miami Dolphins,8160,DST,MIA,24.5,4.5,20,29,,miami-defense.php,,,10.9,,,,,-9.0,6.0,Miami Dolphins,2026-05-29,MIA
/nfl/rankings/best-ball-dst.php,best-dst,bp,New York Jets,8210,DST,NYJ,27.0,4.0,23,31,,new-york-jets-defense.php,,,8.0,,,,,-4.0,13.0,New York Jets,2026-05-29,NYJ
/nfl/rankings/best-ball-dst.php,best-dst,bp,New York Giants,8200,DST,NYG,26.5,0.5,26,27,,new-york-giants-defense.php,,,27.5,,,,,,8.0,New York Giants,2026-05-29,NYG
/nfl/rankings/best-ball-dst.php,best-dst,bp,Tennessee Titans,8300,DST,TEN,25.0,0.0,25,25,,tennessee-defense.php,,,12.7,,,,,,9.0,Tennessee Titans,2026-05-29,TEN
/nfl/rankings/best-ball-dst.php,best-dst,bp,Cincinnati Bengals,8060,DST,CIN,27.0,0.0,27,27,,cincinnati-defense.php,,,4.8,,,,,,6.0,Cincinnati Bengals,2026-05-29,CIN
/nfl/rankings/best-ball-dst.php,best-dst,bp,Washington Commanders,8310,DST,WAS,28.0,0.0,28,28,,washington-defense.php,,,17.8,,,,,,7.0,Washington Commanders,2026-05-29,WAS
/nfl/rankings/best-ball-dst.php,best-dst,bp,Arizona Cardinals,8000,DST,ARI,30.0,2.0,28,32,,arizona-defense.php,,,5.8,,,,,-3.0,14.0,Arizona Cardinals,2026-05-29,ARI
/nfl/rankings/best-ball-dst.php,best-dst,bp,Las Vegas Raiders,8220,DST,LV,30.0,0.0,30,30,,las-vegas-defense.php,,,12.2,,,,,,13.0,Las Vegas Raiders,2026-05-29,LVR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Bijan Robinson,23133,RB,ATL,1.5,0.76,1,3,,bijan-robinson.php,,,99.0,,,,,,11.0,Bijan Robinson,2026-05-29,ATL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jahmyr Gibbs,22968,RB,DET,1.83,0.37,1,2,,jahmyr-gibbs.php,,,99.0,,,,,,6.0,Jahmyr Gibbs,2026-05-29,DET
/nfl/rankings/best-ball-overall.php,best-overall,bo,Ja'Marr Chase,19788,WR,CIN,2.83,0.37,2,3,,jamarr-chase.php,,,99.0,,,,,,6.0,JaMarr Chase,2026-05-29,CIN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Puka Nacua,23180,WR,LAR,4.33,0.47,4,5,,puka-nacua.php,,,99.3,,,,,,11.0,Puka Nacua,2026-05-29,LAR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jaxon Smith-Njigba,23070,WR,SEA,4.83,0.69,4,6,,jaxon-smith-njigba.php,,,99.4,,,,,,11.0,Jaxon Smith-Njigba,2026-05-29,SEA
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jonathan Taylor,19217,RB,IND,7.33,1.7,6,11,,jonathan-taylor.php,,,99.0,,,,,,13.0,Jonathan Taylor,2026-05-29,IND
/nfl/rankings/best-ball-overall.php,best-overall,bo,Amon-Ra St. Brown,19799,WR,DET,7.67,0.75,7,9,,amonra-stbrown.php,,,99.0,,,,,,6.0,Amon-Ra St Brown,2026-05-29,DET
/nfl/rankings/best-ball-overall.php,best-overall,bo,Christian McCaffrey,16393,RB,SF,8.5,1.71,6,11,,christian-mccaffrey.php,,,99.3,,,,,,8.0,Christian McCaffrey,2026-05-29,SFO
/nfl/rankings/best-ball-overall.php,best-overall,bo,James Cook III,22958,RB,BUF,9.0,2.83,5,12,,james-cook.php,,,99.4,,,,,,7.0,James Cook,2026-05-29,BUF
/nfl/rankings/best-ball-overall.php,best-overall,bo,Justin Jefferson,19236,WR,MIN,9.83,0.69,9,11,,justin-jefferson.php,,,98.9,,,,,,6.0,Justin Jefferson,2026-05-29,MIN
/nfl/rankings/best-ball-overall.php,best-overall,bo,CeeDee Lamb,19202,WR,DAL,10.67,1.8,8,13,,ceedee-lamb.php,,,99.0,,,,,,14.0,CeeDee Lamb,2026-05-29,DAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Ashton Jeanty,25989,RB,LV,13.5,2.63,10,17,,ashton-jeanty.php,,,98.8,,,,,,13.0,Ashton Jeanty,2026-05-29,LVR
/nfl/rankings/best-ball-overall.php,best-overall,bo,De'Von Achane,23136,RB,MIA,13.83,1.86,10,16,,devon-achane.php,,,98.9,,,,,,6.0,DeVon Achane,2026-05-29,MIA
/nfl/rankings/best-ball-overall.php,best-overall,bo,Drake London,23163,WR,ATL,14.33,2.21,11,18,,drake-london.php,,,98.8,,,,,,11.0,Drake London,2026-05-29,ATL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Chase Brown,25324,RB,CIN,16.67,3.5,12,23,,chase-brown.php,,,98.3,,,,,,6.0,Chase Brown,2026-05-29,CIN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Omarion Hampton,25395,RB,LAC,17.17,3.44,13,23,,omarion-hampton.php,,,98.2,,,,,,7.0,Omarion Hampton,2026-05-29,LAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Kenneth Walker III,23021,RB,KC,18.33,2.21,15,22,,kenneth-walker-rb.php,,,99.0,,,,,,5.0,Kenneth Walker,2026-05-29,KCC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Brock Bowers,22955,TE,LV,20.0,1.41,19,22,,brock-bowers.php,,,98.8,,,,,,13.0,Brock Bowers,2026-05-29,LVR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Nico Collins,20130,WR,HOU,20.17,2.79,16,24,,nico-collins.php,,,99.1,,,,,,8.0,Nico Collins,2026-05-29,HOU
/nfl/rankings/best-ball-overall.php,best-overall,bo,Trey McBride,22936,TE,ARI,21.0,1.83,18,23,,trey-mcbride.php,,,98.8,,,,,,14.0,Trey McBride,2026-05-29,ARI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Saquon Barkley,17240,RB,PHI,21.33,4.61,13,28,,saquon-barkley.php,,,99.2,,,,,,10.0,Saquon Barkley,2026-05-29,PHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Malik Nabers,25409,WR,NYG,21.33,4.68,16,30,,malik-nabers.php,,,98.5,,,,,,8.0,Malik Nabers,2026-05-29,NYG
/nfl/rankings/best-ball-overall.php,best-overall,bo,A.J. Brown,18218,WR,PHI,23.33,3.35,17,26,,aj-brown.php,,,98.8,,,,,,10.0,AJ Brown,2026-05-29,PHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,George Pickens,22963,WR,DAL,23.33,2.13,20,26,,george-pickens.php,,,98.7,,,,,,14.0,George Pickens,2026-05-29,DAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Derrick Henry,15514,RB,BAL,24.0,6.0,17,33,,derrick-henry.php,,,98.4,,,,,,13.0,Derrick Henry,2026-05-29,BAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Rashee Rice,23113,WR,KC,25.83,5.34,18,34,,rashee-rice.php,,,97.8,,,,,-2.0,5.0,Rashee Rice,2026-05-29,KCC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jeremiyah Love,25403,RB,ARI,26.5,4.11,21,32,,jeremiyah-love.php,,,96.2,,,,,,14.0,Jeremiyah Love,2026-05-29,ARI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Chris Olave,20111,WR,NO,29.5,3.95,25,36,,chris-olave.php,,,97.8,,,,,,8.0,Chris Olave,2026-05-29,NOS
/nfl/rankings/best-ball-overall.php,best-overall,bo,Josh Allen,17298,QB,BUF,30.0,3.37,24,33,,josh-allen-qb.php,,,99.3,,,,,,7.0,Josh Allen,2026-05-29,BUF
/nfl/rankings/best-ball-overall.php,best-overall,bo,Josh Jacobs,18269,RB,GB,31.17,8.15,25,49,,josh-jacobs.php,,,98.5,,,,,,11.0,Josh Jacobs,2026-05-29,GBP
/nfl/rankings/best-ball-overall.php,best-overall,bo,Javonte Williams,22739,RB,DAL,33.0,6.53,23,42,,javonte-williams.php,,,97.1,,,,,,14.0,Javonte Williams,2026-05-29,DAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,DeVonta Smith,19222,WR,PHI,33.17,3.53,29,38,,devonta-smith.php,,,97.6,,,,,,10.0,DeVonta Smith,2026-05-29,PHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Zay Flowers,22916,WR,BAL,33.5,2.75,30,38,,zay-flowers.php,,,97.1,,,,,,13.0,Zay Flowers,2026-05-29,BAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Breece Hall,22982,RB,NYJ,34.83,3.53,30,41,,breece-hall.php,,,97.5,,,,,,13.0,Breece Hall,2026-05-29,NYJ
/nfl/rankings/best-ball-overall.php,best-overall,bo,Tee Higgins,19211,WR,CIN,35.0,4.12,27,39,,tee-higgins.php,,,97.4,,,,,,6.0,Tee Higgins,2026-05-29,CIN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Tetairoa McMillan,25417,WR,CAR,35.33,3.86,31,41,,tetairoa-mcmillan.php,,,97.9,,,,,,5.0,Tetairoa McMillan,2026-05-29,CAR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Garrett Wilson,23072,WR,NYJ,35.5,3.45,31,39,,garrett-wilson.php,,,97.4,,,,,,13.0,Garrett Wilson,2026-05-29,NYJ
/nfl/rankings/best-ball-overall.php,best-overall,bo,Kyren Williams,23059,RB,LAR,38.83,2.91,36,45,,kyren-williams.php,,,97.8,,,,,,11.0,Kyren Williams,2026-05-29,LAR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Travis Etienne Jr.,19231,RB,NO,39.83,4.84,36,50,,travis-etienne.php,,,97.1,,,,,,8.0,Travis Etienne,2026-05-29,NOS
/nfl/rankings/best-ball-overall.php,best-overall,bo,Colston Loveland,26006,TE,CHI,41.0,3.74,34,46,,colston-loveland.php,,,98.6,,,,,,10.0,Colston Loveland,2026-05-29,CHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Ladd McConkey,26122,WR,LAC,42.0,5.45,34,48,,ladd-mcconkey.php,,,96.9,,,,,,7.0,Ladd McConkey,2026-05-29,LAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Lamar Jackson,17233,QB,BAL,43.17,6.49,35,53,,lamar-jackson.php,,,98.7,,,,,,13.0,Lamar Jackson,2026-05-29,BAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jaylen Waddle,19790,WR,DEN,44.83,7.6,32,58,,jaylen-waddle.php,,,96.1,,,,,,10.0,Jaylen Waddle,2026-05-29,DEN
/nfl/rankings/best-ball-overall.php,best-overall,bo,DJ Moore,17265,WR,BUF,46.5,4.65,37,52,,dj-moore-wr.php,,,94.6,,,,,,7.0,DJ Moore,2026-05-29,BUF
/nfl/rankings/best-ball-overall.php,best-overall,bo,Emeka Egbuka,23062,WR,TB,47.17,1.67,45,50,,emeka-egbuka.php,,,95.8,,,,,,10.0,Emeka Egbuka,2026-05-29,TBB
/nfl/rankings/best-ball-overall.php,best-overall,bo,Bucky Irving,25981,RB,TB,47.5,5.91,40,56,,bucky-irving.php,,,96.6,,,,,,10.0,Bucky Irving,2026-05-29,TBB
/nfl/rankings/best-ball-overall.php,best-overall,bo,Terry McLaurin,18466,WR,WAS,48.33,2.56,45,52,,terry-mclaurin.php,,,95.3,,,,,,7.0,Terry McLaurin,2026-05-29,WAS
/nfl/rankings/best-ball-overall.php,best-overall,bo,Luther Burden III,27016,WR,CHI,48.5,6.18,42,59,,luther-burden-iii.php,,,94.4,,,,,,10.0,Luther Burden,2026-05-29,CHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Mike Evans,12119,WR,SF,49.33,3.99,44,54,,mike-evans.php,,,93.7,,,,,,8.0,Mike Evans,2026-05-29,SFO
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jameson Williams,23677,WR,DET,50.17,11.85,33,70,,jameson-williams.php,,,95.5,,,,,3.0,6.0,Jameson Williams,2026-05-29,DET
/nfl/rankings/best-ball-overall.php,best-overall,bo,Davante Adams,12123,WR,LAR,51.0,6.14,44,63,,davante-adams.php,,,97.3,,,,,,11.0,Davante Adams,2026-05-29,LAR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jayden Daniels,22902,QB,WAS,52.5,4.79,48,61,,jayden-daniels.php,,,97.6,,,,,,7.0,Jayden Daniels,2026-05-29,WAS
/nfl/rankings/best-ball-overall.php,best-overall,bo,Christian Watson,23886,WR,GB,53.83,2.79,50,58,,christian-watson.php,,,92.0,,,,,,11.0,Christian Watson,2026-05-29,GBP
/nfl/rankings/best-ball-overall.php,best-overall,bo,David Montgomery,18239,RB,HOU,53.83,2.27,51,57,,david-montgomery.php,,,93.8,,,,,,8.0,David Montgomery,2026-05-29,HOU
/nfl/rankings/best-ball-overall.php,best-overall,bo,Drake Maye,23046,QB,NE,54.17,16.17,28,72,,drake-maye.php,,,99.0,,,,,,11.0,Drake Maye,2026-05-29,NEP
/nfl/rankings/best-ball-overall.php,best-overall,bo,Joe Burrow,19196,QB,CIN,55.17,8.97,42,70,,joe-burrow.php,,,96.9,,,,,,6.0,Joe Burrow,2026-05-29,CIN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Quinshon Judkins,25391,RB,CLE,57.33,4.35,53,66,,quinshon-judkins.php,,,95.0,,,,,,11.0,Quinshon Judkins,2026-05-29,CLE
/nfl/rankings/best-ball-overall.php,best-overall,bo,TreVeyon Henderson,23065,RB,NE,58.83,12.82,43,84,,treveyon-henderson.php,,,95.0,,,,,,11.0,TreVeyon Henderson,2026-05-29,NEP
/nfl/rankings/best-ball-overall.php,best-overall,bo,Carnell Tate,26009,WR,TEN,60.17,2.79,56,64,,carnell-tate.php,,,92.8,,,,,,9.0,Carnell Tate,2026-05-29,TEN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Cam Skattebo,27166,RB,NYG,60.5,5.97,51,71,,cam-skattebo.php,,,96.9,,,,,,8.0,Cam Skattebo,2026-05-29,NYG
/nfl/rankings/best-ball-overall.php,best-overall,bo,D'Andre Swift,19210,RB,CHI,61.17,1.34,59,63,,dandre-swift.php,,,94.0,,,,,,10.0,DAndre Swift,2026-05-29,CHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Bhayshul Tuten,27297,RB,JAC,61.83,3.48,57,67,,bhayshul-tuten.php,,,92.2,,,,,,7.0,Bhayshul Tuten,2026-05-29,JAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Alec Pierce,23791,WR,IND,63.5,7.93,48,73,,alec-pierce.php,,,91.1,,,,,,13.0,Alec Pierce,2026-05-29,IND
/nfl/rankings/best-ball-overall.php,best-overall,bo,Tyler Warren,26434,TE,IND,64.17,8.82,47,76,,tyler-warren.php,,,98.3,,,,,,13.0,Tyler Warren,2026-05-29,IND
/nfl/rankings/best-ball-overall.php,best-overall,bo,Rome Odunze,25411,WR,CHI,64.33,9.29,51,77,,rome-odunze.php,,,94.1,,,,,,10.0,Rome Odunze,2026-05-29,CHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jalen Hurts,19275,QB,PHI,64.33,6.05,57,73,,jalen-hurts.php,,,97.8,,,,,,10.0,Jalen Hurts,2026-05-29,PHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Marvin Harrison Jr.,23064,WR,ARI,67.5,5.12,62,76,,marvin-harrison-jr.php,,,92.3,,,,,,14.0,Marvin Harrison,2026-05-29,ARI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jadarian Price,27329,RB,SEA,67.83,6.18,60,80,,jadarian-price.php,,,89.6,,,,,,11.0,Jadarian Price,2026-05-29,SEA
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jordyn Tyson,26035,WR,NO,69.83,4.37,61,74,,jordyn-tyson.php,,,88.9,,,,,,8.0,Jordyn Tyson,2026-05-29,NOS
/nfl/rankings/best-ball-overall.php,best-overall,bo,Caleb Williams,23084,QB,CHI,70.17,6.91,62,81,,caleb-williams.php,,,94.1,,,,,,10.0,Caleb Williams,2026-05-29,CHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,DK Metcalf,18219,WR,PIT,72.5,9.57,55,83,,dk-metcalf.php,,,93.6,,,,,,9.0,DK Metcalf,2026-05-29,PIT
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jaxson Dart,23160,QB,NYG,74.17,7.45,66,87,,jaxson-dart.php,,,95.6,,,,,,8.0,Jaxson Dart,2026-05-29,NYG
/nfl/rankings/best-ball-overall.php,best-overall,bo,Tucker Kraft,25298,TE,GB,74.83,6.99,64,83,,tucker-kraft.php,,,92.7,,,,,,11.0,Tucker Kraft,2026-05-29,GBP
/nfl/rankings/best-ball-overall.php,best-overall,bo,RJ Harvey,27142,RB,DEN,76.33,6.37,67,83,,rj-harvey.php,,,91.5,,,,,,10.0,RJ Harvey,2026-05-29,DEN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Justin Herbert,18635,QB,LAC,77.83,11.54,58,96,,justin-herbert.php,,,91.9,,,,,,7.0,Justin Herbert,2026-05-29,LAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Courtland Sutton,17253,WR,DEN,77.83,6.28,68,84,,courtland-sutton.php,,,92.8,,,,,,10.0,Courtland Sutton,2026-05-29,DEN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jaylen Warren,24209,RB,PIT,78.17,4.41,71,86,,jaylen-warren.php,,,91.2,,,,,,9.0,Jaylen Warren,2026-05-29,PIT
/nfl/rankings/best-ball-overall.php,best-overall,bo,Chuba Hubbard,19792,RB,CAR,79.33,7.06,70,91,,chuba-hubbard.php,,,92.7,,,,,,5.0,Chuba Hubbard,2026-05-29,CAR
/nfl/rankings/best-ball-overall.php,best-overall,bo,Rhamondre Stevenson,22726,RB,NE,80.67,8.5,71,93,,rhamondre-stevenson.php,,,90.5,,,,,,11.0,Rhamondre Stevenson,2026-05-29,NEP
/nfl/rankings/best-ball-overall.php,best-overall,bo,Dak Prescott,15600,QB,DAL,81.0,5.23,76,88,,dak-prescott.php,,,93.1,,,,,,14.0,Dak Prescott,2026-05-29,DAL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Brock Purdy,19797,QB,SF,81.33,7.06,72,94,,brock-purdy.php,,,92.3,,,,,,8.0,Brock Purdy,2026-05-29,SFO
/nfl/rankings/best-ball-overall.php,best-overall,bo,Sam LaPorta,22978,TE,DET,81.67,6.24,73,88,,sam-laporta.php,,,95.1,,,,,,6.0,Sam LaPorta,2026-05-29,DET
/nfl/rankings/best-ball-overall.php,best-overall,bo,Brian Thomas Jr.,23000,WR,JAC,82.67,12.39,69,106,,brian-thomas-jr.php,,,91.4,,,,,,7.0,Brian Thomas,2026-05-29,JAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Makai Lemon,25420,WR,PHI,82.67,2.92,79,88,,makai-lemon.php,,,88.7,,,,,,10.0,Makai Lemon,2026-05-29,PHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Harold Fannin Jr.,27050,TE,CLE,83.0,8.6,75,96,,harold-fannin-jr.php,,,95.1,,,,,,11.0,Harold Fannin,2026-05-29,CLE
/nfl/rankings/best-ball-overall.php,best-overall,bo,Parker Washington,23106,WR,JAC,84.67,11.63,70,102,,parker-washington.php,,,89.8,,,,,,7.0,Parker Washington,2026-05-29,JAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Trevor Lawrence,19780,QB,JAC,87.17,8.67,77,104,,trevor-lawrence.php,,,92.7,,,,,,7.0,Trevor Lawrence,2026-05-29,JAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Kyle Pitts Sr.,20164,TE,ATL,88.17,7.65,75,98,,kyle-pitts.php,,,95.9,,,,,,11.0,Kyle Pitts,2026-05-29,ATL
/nfl/rankings/best-ball-overall.php,best-overall,bo,Michael Wilson,25333,WR,ARI,89.67,6.55,81,102,,michael-wilson.php,,,90.7,,,,,,14.0,Michael Wilson,2026-05-29,ARI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Rico Dowdle,19647,RB,PIT,91.83,8.03,76,101,,rico-dowdle.php,,,91.1,,,,,,9.0,Rico Dowdle,2026-05-29,PIT
/nfl/rankings/best-ball-overall.php,best-overall,bo,Kyle Monangai,27131,RB,CHI,92.0,6.68,82,101,,kyle-monangai.php,,,89.5,,,,,,10.0,Kyle Monangai,2026-05-29,CHI
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jakobi Meyers,18598,WR,JAC,92.67,8.99,84,107,,jakobi-meyers.php,,,89.4,,,,,,7.0,Jakobi Meyers,2026-05-29,JAC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Patrick Mahomes II,16413,QB,KC,94.0,6.08,87,103,,patrick-mahomes.php,,,92.9,,,,,,5.0,Patrick Mahomes,2026-05-29,KCC
/nfl/rankings/best-ball-overall.php,best-overall,bo,Chris Godwin Jr.,16406,WR,TB,94.17,3.89,89,99,,chris-godwin.php,,,89.7,,,,,,10.0,Chris Godwin,2026-05-29,TBB
/nfl/rankings/best-ball-overall.php,best-overall,bo,Jordan Addison,23107,WR,MIN,95.0,10.42,78,108,,jordan-addison.php,,,88.1,,,,,,6.0,Jordan Addison,2026-05-29,MIN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Tony Pollard,18705,RB,TEN,95.83,9.32,79,108,,tony-pollard.php,,,90.6,,,,,,9.0,Tony Pollard,2026-05-29,TEN
/nfl/rankings/best-ball-overall.php,best-overall,bo,KC Concepcion,27331,WR,CLE,95.83,5.81,86,102,,kevin-concepcion.php,,,70.8,,,,,,11.0,KC Concepcion,2026-05-29,CLE
/nfl/rankings/best-ball-overall.php,best-overall,bo,Michael Pittman Jr.,19278,WR,PIT,97.83,8.51,81,108,,michael-pittman.php,,,90.5,,,,,,9.0,Michael Pittman,2026-05-29,PIT
/nfl/rankings/best-ball-overall.php,best-overall,bo,J.K. Dobbins,19245,RB,DEN,98.83,10.16,92,119,,jk-dobbins.php,,,89.5,,,,,,10.0,JK Dobbins,2026-05-29,DEN
/nfl/rankings/best-ball-overall.php,best-overall,bo,Ricky Pearsall,26214,WR,SF,99.67,6.99,90,108,,ricky-pearsall.php,,,88.3,,,,,,8.0,Ricky Pearsall,2026-05-29,SFO
/nfl/rankings/best-ball-overall.php,best-overall,bo,Wan'Dale Robinson,22985,WR,TEN,101.83,6.07,93,110,,wandale-robinson.php,,,86.0,,,,,,9.0,WanDale Robinson,2026-05-29,TEN
